Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
3072,8192,1,427.465,427.977,426.715,14.1333,7.89712,7.91596
3072,8192,2,434.305,432.809,434.617,15.5618,9.32986,9.06811
3072,8192,3,431.023,441.992,436.418,15.5997,9.5474,9.83949
3072,8192,5,442.785,440.656,443.52,16.4746,10.451,10.4546
3072,8192,10,467.387,460.664,464.949,18.8372,12.8901,12.7443
3072,8192,12,507.289,485.879,502.516,20.1989,13.8871,14.5175
3072,8192,20,589.672,586.77,494.609,22.9086,17.2692,16.556
3072,8192,30,669.387,673.887,512.297,25.4578,20.8886,19.5238
3072,8192,50,833.461,816.664,506.531,32.5611,27.5147,24.3717
3072,8192,80,1004.06,1037.41,501.289,37.8409,34.5302,30.9681
3072,8192,100,1197.37,1144.57,520.723,43.9048,40.3192,36.4458
3072,8192,200,1725.52,1513.5,517.082,53.962,56.0557,48.4082
