Image Height (pixels),Image Width (pixels),Number of Simultaneous Processors,Initialization Time (s),Whole-Level (s),LevelByLevel (s),Taskflow (s)
30720,8192,1,0.002,43.331,42.665,41.618
30720,8192,2,0.002,34.089,33.679,33.747
30720,8192,3,0.002,33.985,33.513,33.487
30720,8192,5,0.002,33.817,33.431,33.961
30720,8192,10,0.002,33.841,33.47,33.479
30720,8192,12,0.002,33.876,33.61,33.559
30720,8192,20,0.002,34.181,33.882,33.777
30720,8192,30,0.003,34.301,34.192,33.809
30720,8192,50,0.003,34.829,34.398,34.216
30720,8192,80,0.003,35.704,35.463,34.645
30720,8192,100,0.004,36.139,35.654,34.912
30720,8192,200,0.007,39.535,39.33,36.823
