Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
7680,8192,1,975.23,973.453,976.117,14.5661,8.12922,8.13654
7680,8192,2,975.656,976.512,977.496,15.669,9.60947,9.50841
7680,8192,3,975.531,977.047,979.273,15.8923,9.73252,9.70429
7680,8192,5,990.785,988.398,989.504,16.0746,9.95076,9.98943
7680,8192,10,996.445,1008.73,999.031,17.4391,11.3142,12.7144
7680,8192,12,1010.42,1010.41,1015.53,17.9301,11.7602,11.4132
7680,8192,20,1021.27,1027.07,1014.06,18.966,13.048,13.1846
7680,8192,30,1124.14,1120.76,1019.9,20.703,14.6775,13.7759
7680,8192,50,1283.25,1285.36,1030.76,23.6935,17.97,16.3518
7680,8192,80,1553.69,1561.9,1029.09,27.9258,22.2856,19.8027
7680,8192,100,1731.44,1692.45,1028.78,30.6238,24.9726,21.7402
7680,8192,200,2359.83,2504.84,1042.86,40.8086,36.8831,31.4872
