Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
30720,8192,1,3675.68,3675.33,3676.76,14.8899,8.27901,8.30739
30720,8192,2,3693.57,3691.05,3694.04,15.9449,9.58488,9.88731
30720,8192,3,3700.05,3708.27,3701.72,16.0011,9.6377,9.57225
30720,8192,5,3692.79,3690.01,3691.73,16.0842,9.6911,9.70663
30720,8192,10,3711.1,3710.57,3712.17,16.277,10.0309,9.98167
30720,8192,12,3738.64,3731.07,3744.68,16.7886,10.0921,10.1156
30720,8192,20,3733.83,3732.73,3721.88,16.7455,10.4931,10.3767
30720,8192,30,3735.6,3733.38,3731.14,17.2206,10.9164,10.7589
30720,8192,50,3774.05,3787.96,3755.55,18.0652,11.8111,11.3197
30720,8192,80,3828.68,3852.44,3723.93,19.1803,13.2214,12.2373
30720,8192,100,3907.76,3886.47,3745.05,20.0402,14.0364,12.6192
30720,8192,200,4795.97,4805.1,3740.37,23.8683,18.2023,15.3532
