Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
30720,8192,1,3676.57,3675.46,3677.21,14.8884,8.27653,8.2787
30720,8192,2,3691.23,3691.66,3693.61,15.9037,9.56773,9.62434
30720,8192,3,3703.78,3707.19,3701.12,15.9626,9.62263,9.63713
30720,8192,5,3686.77,3693.7,3686.97,15.988,9.66796,9.64421
30720,8192,10,3710.44,3708.22,3706.27,16.3153,10.0081,10.0113
30720,8192,12,3727.44,3730.48,3737.76,16.3948,10.161,10.105
30720,8192,20,3728.07,3728.88,3703.26,16.7624,10.47,10.3616
30720,8192,30,3726.74,3731.52,3730.44,17.2406,10.928,10.7318
30720,8192,50,3775.81,3781.55,3744.42,17.9582,11.8916,11.2809
30720,8192,80,3855.11,3844.71,3724.55,19.1528,13.1202,12.3076
30720,8192,100,3905.02,3882.58,3749.12,20.116,14.0247,12.5811
30720,8192,200,4819.19,4821.73,3753.79,23.5479,18.0804,15.4718
