Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6017.79,6017.67,6019.49,14.9897,8.29263,8.30162
50688,8192,2,6032.25,6032.06,6032.19,15.9806,9.54158,9.4919
50688,8192,3,6045.49,6046.43,6047.31,16.0225,9.54961,9.57814
50688,8192,5,6072.42,6063.79,6073.3,16.0791,9.60284,9.63097
50688,8192,10,6074.95,6074.26,6078.9,16.1849,9.7483,9.83874
50688,8192,12,6098.46,6094.64,6099.31,16.2353,9.89571,9.9218
50688,8192,20,6055.23,6057.64,6071.12,16.5099,10.0896,9.97715
50688,8192,30,6081.78,6074.64,6062.39,16.6711,10.3126,10.255
50688,8192,50,6150.84,6139.79,6109.04,17.1984,10.8396,10.5871
50688,8192,80,6173.46,6170.97,6078.6,17.958,11.5989,11.0502
50688,8192,100,6207.05,6211.56,6110.93,18.4755,12.1147,11.4688
50688,8192,200,6695.24,6687.21,6105.66,20.5577,14.6642,12.961
