Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
3072,8192,1,427.387,427.57,428.871,14.115,7.90877,7.93139
3072,8192,2,434.539,432.297,433.324,15.303,9.46867,9.39073
3072,8192,3,433.668,432.145,437.68,15.6606,9.72566,9.79256
3072,8192,5,442.656,442.531,443.59,16.4485,10.9885,10.1424
3072,8192,10,462.75,463.547,472.941,18.2759,13.404,13.167
3072,8192,12,502.859,510.363,496.707,20.5303,13.9384,14.5923
3072,8192,20,586.793,585.203,489.266,22.6246,16.7869,16.0683
3072,8192,30,659.879,662.367,494.484,26.8299,21.1581,19.3038
3072,8192,50,821.719,830.066,509.445,32.5591,27.2166,24.9288
3072,8192,80,1044.43,1043.09,507.918,40.8396,34.9345,31.4508
3072,8192,100,1129.42,1161.95,511.734,44.0743,41.0405,35.9012
3072,8192,200,1616.09,1640,511.492,53.7715,54.6481,47.8833
