Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
768,8192,1,143.254,144.988,145.508,12.3998,6.78156,6.86251
768,8192,2,154.555,153.164,154.938,14.1937,8.53027,8.04816
768,8192,3,167.691,168.859,165.168,13.8067,9.31568,10.2963
768,8192,5,189.387,198.672,193.766,17.6904,12.0731,12.1643
768,8192,10,257.383,259.305,257.188,25.5293,19.4866,19.5501
768,8192,12,278.898,270.203,288.973,27.7011,24.6466,21.8692
768,8192,20,370.117,367.23,289.469,34.3186,31.1271,28.2395
768,8192,30,445.934,463.195,287.762,42.2984,35.7031,35.2212
768,8192,50,547.551,549.836,289.324,51.4855,44.9369,41.7264
768,8192,80,663.406,672.828,296.641,58.1977,56.7301,49.5962
768,8192,100,766.785,764.086,285.574,58.4664,59.7354,54.1114
768,8192,200,989.445,869.363,301.426,63.3088,75.6115,64.7949
