Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
7680,8192,1,974.512,974.066,973.84,14.6094,8.15987,8.12028
7680,8192,2,974.539,976.91,977.457,15.7065,9.57993,9.7213
7680,8192,3,979.93,979.004,979.184,15.8623,9.80382,9.70557
7680,8192,5,988.445,987.117,993.172,16.1392,10.077,9.88914
7680,8192,10,995.59,1004.74,998.59,17.4226,11.2292,11.1598
7680,8192,12,1008.05,996.828,1003.36,17.8309,11.679,11.5222
7680,8192,20,1028.96,1034.4,1017.49,19.0781,13.2298,12.5108
7680,8192,30,1112.09,1129.4,1017.43,20.7299,14.7989,13.7709
7680,8192,50,1267.64,1275.07,1032.02,23.7222,18.3853,16.349
7680,8192,80,1546.67,1563.6,1026.78,28.0314,22.2791,19.8732
7680,8192,100,1733.2,1702.02,1031.3,30.6127,25.0605,21.6862
7680,8192,200,2427.15,2501.99,1040.02,40.9133,37.1991,31.3088
