Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
10752,8192,1,1334.92,1335.19,1335.66,14.6783,8.20683,8.19227
10752,8192,2,1332.16,1332.5,1335.32,15.8723,9.69027,9.62347
10752,8192,3,1353.41,1349.76,1349.18,15.8539,9.63595,9.71203
10752,8192,5,1355.8,1356.95,1358.54,16.0553,9.85883,9.93048
10752,8192,10,1353.5,1356.79,1363.58,16.962,10.8319,10.8243
10752,8192,12,1360.48,1368.1,1369.69,17.337,11.1347,11.2712
10752,8192,20,1375.63,1377.82,1380.46,18.3172,12.1703,11.7026
10752,8192,30,1402.12,1410.2,1378.11,19.4898,13.117,12.8446
10752,8192,50,1564.71,1576.65,1391.8,21.8071,15.9865,14.5417
10752,8192,80,1830.08,1829.38,1388.82,24.9554,19.3943,16.7704
10752,8192,100,2002.26,2025.21,1389.37,27.4531,21.6523,18.3853
10752,8192,200,2787.7,2821.86,1410.28,35.4986,30.9849,25.4096
