Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
30720,8192,1,3676.27,3676.67,3677.43,14.8925,8.28435,8.28388
30720,8192,2,3691.4,3691.61,3692.26,15.9572,9.57381,9.5389
30720,8192,3,3702.88,3703.95,3705.16,15.9868,9.62569,9.63943
30720,8192,5,3690.56,3693.38,3691.3,16.0709,9.74227,9.6889
30720,8192,10,3712.84,3723.85,3716.27,16.3311,9.98868,9.96625
30720,8192,12,3735.69,3735.4,3733.07,16.3851,10.1076,10.1408
30720,8192,20,3712.89,3728.46,3711.68,16.7694,10.4961,10.4515
30720,8192,30,3734.77,3732.93,3747.83,17.1853,10.9816,10.7438
30720,8192,50,3776.34,3776.54,3739.88,18.1005,11.7817,11.2825
30720,8192,80,3854.55,3825.56,3727.18,19.118,13.1138,12.222
30720,8192,100,3903.78,3888.02,3749.34,20.2958,13.931,12.7083
30720,8192,200,4803.44,4799.17,3758.67,23.6804,18.2306,15.1903
