Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
7680,8192,1,973.906,974.266,974.961,14.5676,8.15256,8.13208
7680,8192,2,976.879,976.008,978.656,15.8853,9.49582,9.60436
7680,8192,3,976.895,979.074,981.473,16.2988,9.69536,9.66826
7680,8192,5,990.867,989.863,989.086,16.3743,10.0533,10.0923
7680,8192,10,1005.38,1008.35,995.855,17.323,11.1178,11.1525
7680,8192,12,999.516,1012.61,1007.16,17.611,11.7848,11.8822
7680,8192,20,1026.97,1023.17,998.031,19.3137,13.1638,12.6177
7680,8192,30,1120.59,1123.67,1013.43,20.5074,14.7482,14.0633
7680,8192,50,1285.88,1273.42,1032,23.8545,18.2031,16.0525
7680,8192,80,1542.95,1542.59,1027.29,27.9059,22.5113,19.9584
7680,8192,100,1712.48,1723.06,1040.58,30.9036,25.3526,21.2609
7680,8192,200,2451.87,2512.32,1030.13,39.8295,37.2254,30.9319
