Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6016.87,6016.96,6017.44,14.9878,8.29582,8.30034
50688,8192,2,6033.39,6031.91,6032.66,15.9129,9.51351,9.55174
50688,8192,3,6050.17,6046.06,6050.21,16.0206,9.57718,9.54937
50688,8192,5,6068.66,6070.91,6074.39,15.9341,9.60234,9.6299
50688,8192,10,6075.7,6067.93,6075.91,16.2228,9.78665,9.82504
50688,8192,12,6093.34,6087.64,6103.33,16.294,9.91027,9.84241
50688,8192,20,6060.14,6102.57,6058.22,16.4411,10.0893,10.0169
50688,8192,30,6120.11,6077.29,6058.92,16.7355,10.4136,10.1622
50688,8192,50,6152.58,6151.24,6101.54,17.0771,10.8077,10.6266
50688,8192,80,6214.45,6170.58,6090.48,18.0154,11.6135,11.0864
50688,8192,100,6251.52,6203.06,6089.02,18.3868,12.1381,11.3868
50688,8192,200,6684.66,6719.86,6107.3,20.8163,14.6663,12.7559
