Image Height (pixels),Image Width (pixels),Number of Simultaneous Processors,Initialization Time (s),Whole-Level (s),LevelByLevel (s),Taskflow (s)
50688,8192,1,0.002,74.719,72.293,71.999
50688,8192,2,0.002,59.314,58.567,58.588
50688,8192,3,0.002,58.936,58.434,58.391
50688,8192,5,0.002,58.854,58.507,58.325
50688,8192,10,0.002,58.965,58.556,58.465
50688,8192,12,0.002,59.093,58.365,58.589
50688,8192,20,0.002,59.197,59.033,58.748
50688,8192,30,0.003,59.375,59.218,59.017
50688,8192,50,0.003,60.459,59.538,59.36
50688,8192,80,0.004,61.013,60.336,59.72
50688,8192,100,0.004,61.514,60.996,60.039
50688,8192,200,0.007,64.888,65.255,61.664
