Image Height (pixels),Image Width (pixels),Number of Simultaneous Processors,Initialization Time (s),Whole-Level (s),LevelByLevel (s),Taskflow (s)
30720,8192,1,0.002,43.204,42.614,41.432
30720,8192,2,0.002,33.762,33.476,33.538
30720,8192,3,0.002,33.764,33.488,33.36
30720,8192,5,0.002,33.832,33.487,33.651
30720,8192,10,0.002,33.714,33.702,33.536
30720,8192,12,0.002,33.951,33.565,33.522
30720,8192,20,0.002,34.48,33.995,33.783
30720,8192,30,0.003,34.259,34.235,33.931
30720,8192,50,0.003,34.671,34.488,34.255
30720,8192,80,0.003,35.541,35.435,34.641
30720,8192,100,0.004,36.076,35.708,34.892
30720,8192,200,0.007,39.613,39.799,36.47
