Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
30720,8192,1,3675.92,3676.32,3677.13,14.8643,8.28332,8.27777
30720,8192,2,3689.9,3692.54,3692.57,15.8941,9.60864,9.59377
30720,8192,3,3701.38,3701.66,3704.91,16.0029,9.6008,9.64733
30720,8192,5,3691.58,3690.09,3692.67,16.0809,9.70435,9.60616
30720,8192,10,3718.96,3716.71,3706.8,16.3545,9.98479,9.93935
30720,8192,12,3737.55,3745.39,3743.28,16.4398,10.1355,10.1216
30720,8192,20,3733.04,3726.23,3715.51,16.7566,10.4925,10.4399
30720,8192,30,3729.55,3734.81,3734.04,17.3143,10.9963,10.7841
30720,8192,50,3776.57,3775.19,3759.45,18.0329,11.8361,11.4594
30720,8192,80,3855.07,3850.34,3732.95,19.2778,13.0306,12.4005
30720,8192,100,3902.55,3902.61,3748.21,19.985,14.0074,12.5728
30720,8192,200,4823.02,4790.18,3753.74,23.7392,18.046,15.5167
