Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
3072,8192,1,428.379,427.316,426.723,14.0774,7.80405,7.9118
3072,8192,2,434.625,432.66,436.129,15.3989,14.236,9.39943
3072,8192,3,434.773,431.562,434.645,15.8768,9.74831,9.77616
3072,8192,5,441.562,441.746,439.039,16.4783,10.3431,10.2169
3072,8192,10,463.555,487.324,484.086,18.7912,13.187,13.2665
3072,8192,12,486.402,510.719,512.504,20.1716,14.7269,14.0825
3072,8192,20,584.523,584.531,493.07,22.5839,16.4232,16.7682
3072,8192,30,668.059,667.32,514.098,26.5423,21.2183,19.7809
3072,8192,50,851.484,818.445,501.91,32.8888,28.3371,23.6621
3072,8192,80,987.16,993.223,505.883,40.3323,36.1451,30.9464
3072,8192,100,1190.77,1204.92,497.023,42.6849,41.4802,34.9592
3072,8192,200,1550.69,1644.21,502.668,53.4724,52.2444,48.9209
