Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
10752,8192,1,1335.23,1334.81,1335.94,14.6454,8.21143,8.19416
10752,8192,2,1334.15,1332.29,1334.79,15.785,9.59886,9.62448
10752,8192,3,1346.96,1347.82,1352.96,15.8495,9.73035,9.71896
10752,8192,5,1355.78,1342.18,1353.96,15.7594,9.97155,9.88161
10752,8192,10,1363.61,1362.7,1367.4,17.0063,10.8315,10.7621
10752,8192,12,1362.4,1371.52,1371.4,17.159,11.135,11.2458
10752,8192,20,1376.67,1373.59,1383.65,19.0976,12.167,12.0252
10752,8192,30,1413.08,1413.06,1377.1,19.4146,13.4902,12.7923
10752,8192,50,1564.65,1580.09,1393.81,22.1393,15.9579,14.5017
10752,8192,80,1848.77,1835.41,1393.48,24.8558,19.2322,16.7245
10752,8192,100,1993.95,2000.13,1389.01,27.3103,21.666,18.6482
10752,8192,200,2797.31,2810.95,1396.8,34.6838,30.3733,25.4221
